patterns,tags
အန်ဖက်မပါတာပို့လေ,Kim_salad
နွား,Kim_salad
ဟုတ်,Kim_salad
ဟယ်,Kim_salad
ဂိုဂျိုကိုမြုပါ,Kim_salad
အဲ့လောက်လွယ်တာတောင်ကောင်မလေးမရှိဘူးမလား,Kim_salad
လာ,Kim_salad
ခင်ဗျားမျက်နှာပြဦးလေ,Kim_salad
မေးလား,Kim_salad
ပြေးသွား,Kim_salad
ဟင့်အင်း,Kim_salad
မရရင်မရဘူးပေါ့,Kim_salad
ကန်တော့,Kim_salad
အခုဆိုလေးလလောက်ရှိတော့မယ်,Kim_salad
စာပြန်ဖတ်,Kim_salad
တိုင်လတ်လူသားဆန်လိုက်,Kim_salad
မကဘူး,Kim_salad
ဟုန်,Kim_salad
သိရမယ်,Kim_salad
မကွာဘူးချိတူ,Kim_salad
အင်ကအင်လေ,Kim_salad
ကျိမ်း,Kim_salad
အောက်စိပဲ,Kim_salad
ဟုတ်ပါပါးး,Kim_salad
အင်,Kim_salad
ပြောရမယ်,Kim_salad
ဘိုလိုတွေ,Kim_salad
ကျေးဇူးတင်တယ်ဟင့်အင်း,Kim_salad
တောက်စ်,Kim_salad
ဘလိုင်းကြီးလူကို,Kim_salad
နင်တဲ့အကြီးကို,Kim_salad
ဟုတ်,Kim_salad
ချိုသောအိပ်မက်ပါ,Kim_salad
အိပ်ပါ,Kim_salad
ဖက်ကာပဲ,Kim_salad
ဟ,Kim_salad
အကုန်လုံးပဲ,Kim_salad
ရိုင်း,Kim_salad
ဦးဇင်းရေးး,Kim_salad
ဝီးမန်းစပေါ့တစ်,Kim_salad
ဟိုမှာငိုတော့မယ်,Kim_salad
အဲ့တာပြောတာ,Kim_salad
ဟုတ်တယ်,Kim_salad
ဟုန်,Kim_salad
ငိုပေါ့,Kim_salad
နိုး,Kim_salad
၁၈နှစ်ပြည့်ချင်လာဘီ,Kim_salad
ကျိန်းသင့်ပြီ,Kim_salad
ခရင်းပဲကြိုက်တယ်မကျေနပ်ရင်အဖေပါခရင်းလိုက်,Kim_salad
ရှင်းရှင်းပြော,Kim_salad
ပြောပါချိတူ,Kim_salad
ဘိုးတော်ရဲ့,Kim_salad
အွတ်,Kim_salad
တင်ပါ့,Kim_salad
ဘာကိုဘယ်ကောင်လဲတာကိုမေးနေတာ,Kim_salad
သိပု,Kim_salad
တော်တယ်,Kim_salad
ဟုတ်တယ်စားေတာင်စားထားတာ,Kim_salad
စာစစ်,Kim_salad
ယုံလိုက်ပြီဦးဇင်းကို,Kim_salad
ရွာ,Kim_salad
ချီလီဘူစတာလိုက်ပြီစာဘာကို,Kim_salad
ခန့်ရီလိတ်ဒ်,Kim_salad
ဟယ်,Kim_salad
မဟုတ်လောက်ဘူး,Kim_salad
မင်ဂလာ,Kim_salad
ဟုတ်,Kim_salad
ငို့,Kim_salad
အဲ့ကိုသွား,Kim_salad
အဲ့တာနွား,Kim_salad
သေတော်မူပါ,Kim_salad
ပြောသေးဘူး,Kim_salad
ဟင့်အင်း,Kim_salad
သွားငိုတော့,Kim_salad
မှတ်မှာရတယ်,Kim_salad
အိုင်မ်ပရောက်အော့မိုင်စတူးဒန့်,Kim_salad
ရူးနာလား,Kim_salad
ရွာအီးရားစ်,Kim_salad
ကျေနပ်တယ်အဖြေလေး,Kim_salad
အမွေလေးအပ်ခဲ့,Kim_salad
ကွန်ကြောင်,Kim_salad
ရီးရဲလိုက်ဖ်ကတစ်ယောက်,Kim_salad
ေကျာ်ပါလား,Kim_salad
ေစာင်ပေးထားလေ,Kim_salad
လစ်,Kim_salad
နင်လေ,Kim_salad
ပွေတာ,Kim_salad
ရွာ,Kim_salad
အမေကဘာမှမပြောဘူးလား,Kim_salad
သိတယ်လေ,Kim_salad
ဟုတ်ပ,Kim_salad
ဘာကြီးလဲ,Kim_salad
စတာဘာဘကြီးတော်ကိုမဘူလီပါဘူး,Kim_salad
မပြောပါဘူး,Kim_salad
ဘာဆိုင်တုန်း,Kim_salad
ဆေးဝါးလေးပါးပါးနက်,Kim_salad
ချွတ်လိုက်လေဦးထုပ်ကို,Kim_salad
မလဲပါဘူး,Kim_salad
နွားငြင်းခံရပြန်ဘီ,Kim_salad
မရှိဘူးလေသူ့မှာစော်,Kim_salad
ဘယ်သူ့ကို,Kim_salad
ပြန်ဆက်,Kim_salad
မုတွေပိတ်ထားတာလေ,Kim_salad
ဘာတုန်း,Kim_salad
ဟ,Kim_salad
ဘာလားဟ,Kim_salad
မရဘူး,Kim_salad
ဟုတ်တယ်,Kim_salad
ရွာလို့,Kim_salad
တူတူပဲ,Kim_salad
ဘလိုင်းကြီးအဆဲခံရတယ်,Kim_salad
စတော့ပ်,Kim_salad
ဂိုဂျိိဂေးစ်,Kim_salad
အွတ်,Kim_salad
သူများတိုက်ပင်းနေမနေကြည့်လေ,Kim_salad
ငိုပါ,Kim_salad
ကောင်လေးပေါ့ဒီကအဖြောင့်,Kim_salad
ခေါ်စ်ယူ,Kim_salad
အဲ့တာမြက်မစားလို့,Kim_salad
အော်,Kim_salad
ဟာသနားစရာအဖြစ်က,Kim_salad
ေဂးလိုက်,Kim_salad
သူလည်းရှုပ်တာပဲ,Kim_salad
ကြာကြာမကြာကြာခံစားရတာပါပဲ,Kim_salad
ဟအဆန်းကြီး,Kim_salad
ဆိုတော့,Kim_salad
ချိုသောအိပ်မက်,Kim_salad
အကြွာမခံရတော့ဘူးဒီဘဝ,Kim_salad
ဟင့်အင်း,Kim_salad
ဘာစော်တာလဲ,Kim_salad
ဘက်ထရီနဲ့ဘာဆိုင်လဲ,Kim_salad
ဟုန်,Kim_salad
မေ့နာ,Kim_salad
ဘီဂဲလ်,Kim_salad
ရှိတော့မှာလို့ဆိုနေ,Kim_salad
ရိုးသားတော့ဘာရလဲကြိုစားတော့ရော,Kim_salad
နွားလာဘီ,Kim_salad
ဟုဘီ,Kim_salad
ဘိချိလဲမရှိ,Kim_salad
ထုံးမရှိဘူးအခု,Kim_salad
ခင်ဗျားလည်းပါတယ်အဲ့တာဆို,Kim_salad
မခံစားနိုင်တော့ဘူး,Kim_salad
ကျောအဘိုးပေါ့,Kim_salad
ဒန်းဆန့်မိက်ခ်ဆန့်,Kim_salad
အိပ်တော့လေ,Kim_salad
ဘာမှန်တာလဲ,Kim_salad
ချပြီလေ,Kim_salad
မသိချင်ခဲ့သင့်ဘူး,Kim_salad
ဘာနဲ့,Kim_salad
ကျေးဇူး,Kim_salad
ပြန်ကျင့်,Kim_salad
ငို့,Kim_salad
အို,Kim_salad
ပေါတောတောနဲ့သဝါး,Kim_salad
သနားပါဒေ,Kim_salad
ဒါပေါ့ဘွန်မာမုလေ,Kim_salad
ဘယ်ကျောင်းလဲ,Kim_salad
မုကြည့်နေတာ,Kim_salad
သဘေင်္ာဆေးပဲရှိတယ်,Kim_salad
မကောင်းဘူး,Kim_salad
အသက်ကလေးကဆယ်ကျောသက်ပဲရှိသေးတာကိုအဘွားတဲ့,Kim_salad
ဘယ်နားလဲ,Kim_salad
တဲ့,Kim_salad
လမို့,Kim_salad
ရတယ်ဂျပန်စာသင်ဖူးတဲ့သူသွားမေးမယ်,Kim_salad
ဘီဂေး,Kim_salad
သိတယ်ဝင်ယောင်တာ,Kim_salad
မကြည့်ဘူးတို့ကရှက်တတ်တယ်လို့,Kim_salad
ယူဘာအခုခေတ်ကအဲ့တာတွေအများကြီး,Kim_salad
ကင်မ်တို့သိတယ်,Kim_salad
အကောင့်တစ်ခုထဲရှိပါတယ်ဆို,Kim_salad
သူတို့တွေကိုပြောလည်းမယုံဘူး,Kim_salad
ဟုတ်မှတ်ပြီးတော့,Kim_salad
ကြိုစားပါဆယ်နှစ်လောက်,Kim_salad
သိနေတယ်,Kim_salad
ဟ,Kim_salad
ခရုန်းကသုံးရတာအားမရလို့ဒေါင်းပြီးသုံးတာကို,Kim_salad
မသိချင်ပါဘာတွေမှန်းမသိ,Kim_salad
ကြေကွဲခံစားနာကျင်ငိုကြွေနေသည်,Kim_salad
လာပါသူငယ်ချင်း,Kim_salad
မအော်ရတာကြာပြီ,Kim_salad
ေဩာ်,Kim_salad
သိဝူးလေမကြည့်ဖူးဘူး,Kim_salad
ငင့်,Kim_salad
ကို,Kim_salad
နွားရော,Kim_salad
ဟုန်,Kim_salad
ပါပါးလိုပဲ,Kim_salad
ဟုတ်ကဲ့,Kim_salad
ပြောလေ,Kim_salad
ဆွမ်းကြီးလောင်းဟော်နီကောင်ကျု,Kim_salad
ခင်ဗျားကြီးမေ့သေးဘူးမလား,Kim_salad
ပြောပါအဂစ်,Kim_salad
ပြောမယ်,Kim_salad
မီမဟုတ်ဘူးနော်,Kim_salad
တကယ်ပြောတာ,Kim_salad
ရယ်ကင်မ်ကသရဲကားမှသရဲကား,Kim_salad
ဟုတ်ကဲ့,Kim_salad
လမို့,Kim_salad
ရှိဘူး,Kim_salad
စိတ်ညစ်,Kim_salad
ရှိတော့မှာလေချီးလား,Kim_salad
ကြည့်လေအထပ်တွေဘာတွေရေပေါ့,Kim_salad
ဟဲဟဲဟဲဟဲစတာပါဗျာ,Kim_salad
ဖော့ပဲရမယ်,Kim_salad
တိုက်ကြည့်လေ,Kim_salad
တင်ပါ့,Kim_salad
အခုထိရေပဲသောက်ဖူးတာပါ,Kim_salad
ခင်ဗျားကိုမန်းရှင်းရင်ကျုပ်ပါနိုတီတက်ပြီ,Kim_salad
ဆွမ်းပါအစ်ကို,Kim_salad
ဘာရတာ,Kim_salad
ဟုန်,Kim_salad
အခုသောက်နေတာရေက,Kim_salad
တစ်နေ့လုံးမီးမရှိပဲဘယ်လိုနေလဲဦးဇင်း,Kim_salad
သူသောက်နေတာတိုက်ခိုင်းပါ,Kim_salad
ဟင့်အင်း,Kim_salad
ရေခဲရေ,Kim_salad
ဟုတ်တယ်လေမဟုတ်ဘူးလား,Kim_salad
စန်ပိုင်းတွေလာပြီ,Kim_salad
ဦးဇင်းနာမည်ရဲ့အရောင်,Kim_salad
စိတ်ဒစ်ပဲ,Kim_salad
ေဩာ်,Kim_salad
တင်ပါ့ဦးဇင်း,Kim_salad
ကျော်ကျဆိမ့်ပဲသောက်တာမသိဘူး,Kim_salad
ကောင်းမွန်ရာသွားတာပဲ,Kim_salad
ပါပါးအခုမှသိတာလား,Kim_salad
ဟုတ်လာလည်မလား,Kim_salad
တင်ပါ့,Kim_salad
အမည်းရောင်နဲ့စိမ်းပြာရောင်,Kim_salad
အခုဟာကပူလည်းပူတယ်လေ,Kim_salad
ဟုတ်ပ,Kim_salad
အဖေနဲ့ပဲလက်ဖက်ရည်ဆိုင်ထိုင်တော့အဖေသောက်တာလိုက်သောက်ရင်းအကျင့်ပါသွားတာ,Kim_salad
ဟုတ်ကဲ့,Kim_salad
ေတာဘက်ဆိုတော့အပင်များပြီးအရိပ်နဲ့အေးနေမှာ,Kim_salad
ရိုင်းဒေ,Kim_salad
သမီးကမစားနဲ့ဆိုတာမဖြတ်နိုင်လို့ဆေးဝါလေးပဲစားတာဖေဖေက,Kim_salad
အဲ့ဂိုဂျိုယုတ်မာတာ,Kim_salad
ဘကြီးတော်ရေးး,Kim_salad
ခရီးသွားရမှာမဟုတ်ဘူးလား,Kim_salad
ဝှါး,Kim_salad
သဝါး,Kim_salad
ကဘာကြီးလဲ,Kim_salad
ကရော,Kim_salad
ဦးဇင်း,Kim_salad
ကားမူးနေမယ်အိပ်ရေးမဝရင်,Kim_salad
သိချင်လို့မေးနေတာကို,Kim_salad
လိင်နေတာ,Kim_salad
ပလိစ်ဒန့်ဒိုင်းရက်ပါပါး,Kim_salad
နွားသားဆန်လိုက်,Kim_salad
အိပ်တော့လေလို့,Kim_salad
ဒုတ်ခဲ,Kim_salad
ဘဝသွားယူ,Kim_salad
ဘာချက်ကြီးလဲ,Kim_salad
အိုင်စီး,Kim_salad
မျက်စောင်းလား,Kim_salad
ဦးဇင်းတို့မနက်ဘယ်နာရီထရတာလဲ,Kim_salad
ဆွမ်းကြွတာ,Kim_salad
အိပ်ပါတော့လိမ္မာတယ်,Kim_salad
ရှုခင်းလေးဘာလေးကြည့်လေအားနေအိပ်နေကြတယ်,Kim_salad
ဘယ်မှာလဲ,Kim_salad
မီးပျက်နေတာလားဦးဇင်း,Kim_salad
အလို,Kim_salad
နည်းနည်းတိုက်,Kim_salad
ခေါက်ဆွဲပြုတ်စား,Kim_salad
ကျောပြောသေးဘူးနော်,Kim_salad
ဟာဗျာ,Kim_salad
ဂွတ်ဒ်,Kim_salad
သူများစားသောက်နေတာကို,Kim_salad
အိုဂျေ,Kim_salad
တင်ပါ့,Kim_salad
ရိုင်းထှာ,Kim_salad
ဘာဆိုင်လို့တုန်း,Kim_salad
သူများပရုိင်ပါဆီကုိ,Kim_salad
ပေါက်ကရတွေ,Kim_salad
စာမေးပွဲလေ,Kim_salad
အိုနေဘီလေ,Kim_salad
အရင်လိုတော့အက်မတစ်တော့ဘူး,Kim_salad
ဖြေနိုင်တယ်မလား,Kim_salad
ဟုန်,Kim_salad
အိုနေတာဘကြီးတော်လေ,Kim_salad
မလိုတော့ပါ,Kim_salad
ပြောချင်ဝူး,Kim_salad
ဘွန်မာ,Kim_salad
သူမရှိလို့တဲ့,Kim_salad
စလိဝဲပါပါးရတို,Kim_salad
ရတယ်လေ,Kim_salad
ဘဝရယူတော့မယ်လေ,Kim_salad
ကျောဆိုမလိုက်နိုင်လို့မဆော့တော့ဘူး,Kim_salad
လိင်နာ,Kim_salad
နွားတွေနော်,Kim_salad
ပါပါးသီဟကိုမေး,Kim_salad
ငါ့ကိုပဲအချစ်လို့မခေါ်တာပဲ,Kim_salad
စတာ,Kim_salad
ရိုင်းဒေ,Kim_salad
လေးလေး,Kim_salad
ဟုတ်တယ်လေးလေးကငယ်ငယ်လေး,Kim_salad
တစ်ယောက်မကတာသေချာတယ်,Kim_salad
ဖော့ကို,Kim_salad
ဟိုက်ပါကြီးပြောတာ,Kim_salad
ဟုတ်တယ်,Kim_salad
ဘူသူတကယ်လွမ်းလဲစတော့ခ်မယ်ဖွင့်ပြီး,Kim_salad
ဟိဟိ,Kim_salad
ဘားမားချက်မှာဘိုလိုတွေဆက်တိုက်ပြောသွားတာ,Kim_salad
သိနေတယ်,Kim_salad
ဆယ့်ငါးမိနစ်တောင်မရှိသေးပါ,Kim_salad
နွားဘင်,Kim_salad
ဝေဘင်နာ,Kim_salad
သူများဘာသာနေနေတာကို,Kim_salad
သူများလေးလေးကိုနော်,Kim_salad
ထားခဲ့ကြည့်မယ်,Kim_salad
လမို့,Kim_salad
ဝက်သီးရော,Kim_salad
ကျော်လည်းဖြေရတော့မယ်,Kim_salad
ကျောတောင်အိမ်စာထပ်ပြီးရင်တင်ဦးမှာ,Kim_salad
ရိုင်းတယ်လို့,Kim_salad
ဝွန်း,Kim_salad
ကင်မ့်ကိုတောင်မသိရင်သူ့လာမေးတဲ့,Kim_salad
ခင်ဗျားလေ,Kim_salad
သိတောင်မသိဘူး,Kim_salad
မထင်ပါဘူး,Kim_salad
ဂိမ်းသွားဆော့မှာမလား,Kim_salad
တူတူပဲ,Kim_salad
ပူတယ်,Kim_salad
ကောင်းစွားစက်တော်ခေါ်စေ,Kim_salad
ဘာလဲပြော,Kim_salad
ပျော်ပျော်နေပါ,Kim_salad
သူထားခိုင်းနာ,Kim_salad
ရွနာ,Kim_salad
ဘူလီနေတာ,Kim_salad
ရင်နာတယ်,Kim_salad
မေးနေတဲ့သူ,Kim_salad
ပြီးပြီလို့,Kim_salad
ကိုပြောတာပါ,Kim_salad
တကယ်,Kim_salad
လူကြီးချမ်းသာ,Kim_salad
မပါဘူး,Kim_salad
တင်လေလေးလေး,Kim_salad
ရော့ကာကြီးကိုချစ်လို့စတာပါဗျာ,Kim_salad
သူသိတယ်,Kim_salad
ဖက်ကာပဲဟုတဲ့ကောင်,Kim_salad
ဒါပေါ့,Kim_salad
အိမ်မှာပေါ့,Kim_salad
ပြောပါဗျာ,Kim_salad
ကြည့်မယ်လာ,Kim_salad
ဆယ်နာရီမှလို့,Kim_salad
အိပ်တော့မယ်ပေါ့အစောကြီး,Kim_salad
သူခေါ်တာလည်းကြားချင်တယ်လေဗျာ,Kim_salad
ဟာ,Kim_salad
ပြောလိုက်,Kim_salad
ရောင်းတာလား,Kim_salad
သဝါးဘီ,Kim_salad
ကစားပစ်မယ်ရှယ်ပလန်နဲ့,Kim_salad
ကြွ,Kim_salad
အူဝူး,Kim_salad
ဘာတွေပြောကြမှာ,Kim_salad
ရှယ်ပလန်နဲ့,Kim_salad
အာကားကျောက်ကြော,Kim_salad
အစောကြီးအတန်းကလည်းရှိသေးမီးကလည်းပျက်ဦးမယ်,Kim_salad
မုန့်ဟင်းခါးဘယ်လာစားရမလဲ,Kim_salad
မုရေ,Kim_salad
ကျောကစတာ,Kim_salad
မိန့်တော်မူ,Kim_salad
ကုတင်ပေါ်မှာလေ,Kim_salad
အစောကြီး,Kim_salad
မုရေ,Kim_salad
ဟုန်,Kim_salad
အခုလေ,Kim_salad
အာကားကျောက်ကြော,Kim_salad
ကျော်ပါဝူးမလား,Kim_salad
ပြောသားပဲ,Kim_salad
ဂွညပါအိပ်မယ့်သူများ,Kim_salad
ဟင်,Kim_salad
ဖော့ယူပဲအီးပီစီ,Kim_salad
ဘယ်နည်းလဲ,Kim_salad
မြန်မြန်သေအေး,Kim_salad
ကြေအောင်ကြိတ်လေဘဘ,Kim_salad
ကောင်းသောနေ့ပါ,Kim_salad
ဟင်ဘာဆိုင်တုန်း,Kim_salad
ပြောစရာရှိတယ်,Kim_salad
နင်နေပြီအချိုတွေ,Kim_salad
ဘာဖြစ်လဲ,Kim_salad
လာသေးဘူးလားမီးက,Kim_salad
မြုပါသူ့ကို,Kim_salad
ဘယ်ဂွကိုနို်က်နေတာ,Kim_salad
သေချင်နေတာ,Kim_salad
စပန်းနေတာလား,Kim_salad
လူသားဆန်လိုက်,Kim_salad
ဆေးလူးရင်နာရင်,Kim_salad
စတော့ပ်,Kim_salad
ဘိုလိုတွေ,Kim_salad
ဘယ်သူ့ကိုဘုရားလို့ပြောနာ,Kim_salad
ဟင်,Kim_salad
မစပန်းနဲ့ခ,Kim_salad
လင်,Kim_salad
မီးမလာတာတောင်ရွနိုင်သေးတာဒီမု,Kim_salad
ကြိုတင်လိင်ခြင်းအနုပညာ,Kim_salad
ရက်စ်,Kim_salad
ဘာကြီးလဲအစမရှိအဆုံးမရှိ,Kim_salad
မြန်းကလေ့လိုရိုက်လေရတယ်,Kim_salad
စထရိုက်ခ်ကိုယ့်ဘာသာ,Kim_salad
မပေးဘူး,Kim_salad
မလွယ်ဘူး,Kim_salad
ချမယ်လေဝိုင်းလိုက်တော့,Kim_salad
ဟာမုကွာ,Kim_salad
သိတယ်,Kim_salad
ဆိုတော့မတ်လဆန်းပေါ့,Kim_salad
ဘူလီ့ကိုမြင်ဖူးတယ်,Kim_salad
မယူဘူး,Kim_salad
ဟိုက်ရားး,Kim_salad
ပြန်လာခဲ့မယ်,Kim_salad
မီးလာဘီ,Kim_salad
အောက်စိ,Kim_salad
အို,Kim_salad
စာလုပ်ပါဖက်ကာကြီး,Kim_salad
တိုင်ပြောလတ်လူသားဆန်လိုက်,Kim_salad
ဘာမင်းလဲ,Kim_salad
ငို့,Kim_salad
ပြပါ,Kim_salad
ကိုဖျက်ပြီးပြန်ဒေါင်းရတော့မယ်,Kim_salad
တစ်ခါပုံထားသေးတယ်လေ,Kim_salad
အစောကြီးပဲ,Kim_salad
စိတ်ညစ်တယ်,Kim_salad
သူဟာလေ,Kim_salad
အချစ်,Kim_salad
ဘာမှမဟုတ်တော့ဘူး,Kim_salad
ကိုပြီးကြောင်း,Kim_salad
ဖားသားကဦးဆောင်နေတာဘာညာ,Kim_salad
စပန်းချန်နယ်မှာပုံပြလို့ရတယ်,Kim_salad
မီ့ကိုသီချင်းဆိုခိုင်းနာလေ,Kim_salad
လာပြန်ပြီ,Kim_salad
နော့ရက်ဒ်,Kim_salad
မသိဘူးဗျာချမလား,Kim_salad
ဆူပါဗျာ,Kim_salad
စိတ်မပူပါဘူးပါပါးကနောက်ကျရင်ဖုန်းဝယ်ပေးမယ်တဲ့,Kim_salad
ပုံပြရမလား,Kim_salad
ဟုတ်,Kim_salad
ငါဟဲ့ဆယ်လီ,Kim_salad
ပြောတော့ဘူး,Kim_salad
ပထမပါပါးလို့ခေါ်မယ်ရတိုကို,Kim_salad
ခင်ဗျားပေးမလား,Kim_salad
ငါပဲဖော်လိုဝါများနေတာပဲ,Kim_salad
ဘိုးအေပဲဘကြီးတော်,Kim_salad
ဘာဆိုင်တုန်း,Kim_salad
ဟာထားခဲ့ဘီ,Kim_salad
ကျောကပေးရတဲ့အရာလား,Kim_salad
ကျော်ရှိတယ်,Kim_salad
ငို့,Kim_salad
ရတယ်,Kim_salad
ဟင့်အင်းခင်ဗျားရန်ကုန်ဆင်းလာ,Kim_salad
အဲ့တာဆို,Kim_salad
စကတ်ပဲ,Kim_salad
ပြန်မူးအောင်လုပ်,Kim_salad
သူများေဘဘီကို,Kim_salad
ကျော်လေ,Kim_salad
ဘာကျင့်တာလဲ,Kim_salad
ဟုတ်တယ်,Kim_salad
ဖုန်းမရှိသေးလို့ပါဗျာ,Kim_salad
ခင်ဗျားဘောင်မဝင်တာ,Kim_salad
ပြောပြော,Kim_salad
ဘယ်မှာလဲမန်းနီး,Kim_salad
ဘယ်ကလည်း,Kim_salad
ရိုင်းနေတာ,Kim_salad
ဟာ,Kim_salad
ပြန်ပြောတာ,Kim_salad
ဘတ်ဒ်,Kim_salad
ဟယ်,Kim_salad
ဘယ်ရမလဲ,Kim_salad
ယောကျာ်တစ်ယောက်လောက်ခေါ်လာဘူးလား,Kim_salad
ဘန်းခံရတာမီက,Kim_salad
နေဦးဘူလိိ့အကောင့်ကိုရှာရဦးမယ်,Kim_salad
တူတူပဲ,Kim_salad
လေးလေးရေ,Kim_salad
ဆငိးပါ,Kim_salad
တာ့တာ,Kim_salad
ပါပါးစရိုင်းတာလေ,Kim_salad
နံနံခြားအရင်သွားမယ်လေ,Kim_salad
ရှိတယ်လေဗျာ,Kim_salad
ဟာ,Kim_salad
နွားကအောက်ခံဘောင်းဘီဝတ်သလားဟဲ့,Kim_salad
ဟုတ်ကဲ့အဘိုးလိုဘ,Kim_salad
တွေအကုန်အဲ့လိုပဲလေ,Kim_salad
ဟင့်အင်း,Kim_salad
မြန်မာလူမျိုလေမြန်မာဝတ်စုံဝတ်တာဆန်းသလား,Kim_salad
သေရာကနေလား,Kim_salad
ဟယ်,Kim_salad
မီကဘွန်မာကိုး,Kim_salad
အွတ်,Kim_salad
ဂိုဂျိုဆဲတယ်,Kim_salad
အဲ့လိုမြန်ရတယ်လေ,Kim_salad
ညည်းဟာလေပြောချင်ဘူး,Kim_salad
လို့,Kim_salad
ရုတယ်,Kim_salad
ဟယ်,Kim_salad
ဘာဆိုင်တုန်း,Kim_salad
ငိ,Kim_salad
ဘောကိုေလှာင်တာလား,Kim_salad
ခင်ဗျားလေ,Kim_salad
လာဘာ,Kim_salad
ပို့ထားတယ်,Kim_salad
နံနံခြားသွားမှာခင်ဗျားနဲ့လေ,Kim_salad
ရပါတယ်,Kim_salad
ခင်ဗျားဝင်ကူ,Kim_salad
တစ်ဝုတ်ဟုတ်နဲ့ကိုး,Kim_salad
နိုးပါ,Kim_salad
အိပ်လိုက်တော့,Kim_salad
လမို့,Kim_salad
ဘကြီးတော်ကအစားကြီးတယ်,Kim_salad
ခင်ဗျားလာ,Kim_salad
ဟိုမှာစားစရာတွေကစျေးကြီးတယ်,Kim_salad
ဇွ,Kim_salad
ရက်စ်,Kim_salad
ဘယ်လောက်ကြာလောက်လဲ,Kim_salad
သူသူမ,Kim_salad
သူများပါပါးကိုသူငယ်ချင်းတဲ့ရိုင်းတယ်,Kim_salad
ခင်ဗျားစတာ,Kim_salad
လာဝူး,Kim_salad
ဟုတ်တယ်,Kim_salad
ဘာတုန်းဟ,Kim_salad
ဘယ်နားကပါဆင်နယ်တာ,Kim_salad
ဟုတ်တယ်,Kim_salad
အိပ်လိုက်တော့,Kim_salad
မရောက်ခင်နားမယ်,Kim_salad
ဖျက်လေ,Kim_salad
ဟင်းဟင်း,Kim_salad
တော်ပြီ,Kim_salad
ပုံတွေ,Kim_salad
ပြောပြော,Kim_salad
ဘာကားလဲ,Kim_salad
ယူပြီးနံနံခြားသဝါးမယ်,Kim_salad
ညစ်ပတ်တာ,Kim_salad
စပန်မျာ,Kim_salad
သိဘူး,Kim_salad
ဟင့်အင်း,Kim_salad
ဖဲ့တာပဲ,Kim_salad
လူဆိုး,Kim_salad
အာကုဆုကအဲ့လိုမလုပ်ရက်ဘူး,Kim_salad
သေ,Kim_salad
ပျားရည်ရေ,Kim_salad
တောကိုလစ်တော့,Kim_salad
ဆင်းလာမယ်ဆိုတော့,Kim_salad
စပန်းသဝါးဘီ,Kim_salad
ဘယ်ပေါ်တက်နေလို့လဲ,Kim_salad
အချစ်ကြီးတာပါ,Kim_salad
ပုံပြမယ်,Kim_salad
ဒီမုတော်တော်ရွနေတာ,Kim_salad
သောက်ရူး,Kim_salad
ဟုန်,Kim_salad
တာ့တာဘိုင့်ဘိုင်ချီးယိုသေးယိုနာနတ်ယိုပေါင်းစုံ,Kim_salad
နွား,Kim_salad
ဝေဘင်နေတာသူများနာမည်ကို,Kim_salad
အခုတောင်မီမုန့်ဖိုးရနေပြီ,Kim_salad
မုဖဏဘေးဖယ်နေ,Kim_salad
အမလေး,Kim_salad
လုပ်တာတောင်ဂွလို့ခေါ်နေပြီ,Kim_salad
ကျော့်ကိုအကုန်ပေး,Kim_salad
ဖီးလ်နာပြောတာ,Kim_salad
အောက်စိပဲ,Kim_salad
ဘာကိုအသဲလာပေးတာ,Kim_salad
ပြီးတော့တစ်ယောက်တည်းသေမှာ,Kim_salad
ပြုတ်ကျမသေဘူးလား,Kim_salad
ဂျန်ဒါအိကွဲလတီလေ,Kim_salad
ငုတ်တုတ်လေးလား,Kim_salad
အဆန်းကြီး,Kim_salad
မလိင်နဲ့,Kim_salad
သိပါတယ်ကိုယ့်အဖေအကြောင်းဝေဘင်နေတာ,Kim_salad
ဟွန့်နဲ့,Kim_salad
မျောက်လောင်းပဲ,Kim_salad
သူ့ကိုပြောလို့,Kim_salad
မွလိုက်ရ,Kim_salad
ရပါတယ်ဆို,Kim_salad
လက်တာစွိုင်းချောကလက်သောက်မှာ,Kim_salad
ကတိလည်းမတည်ဘူး,Kim_salad
သူများချိတူကို,Kim_salad
လှည့်စားခံရနိုင်တယ်,Kim_salad
စနာ,Kim_salad
အလွှတ်,Kim_salad
ဒါပေါ့,Kim_salad
ပြန်မဘူလီရဲဘူးမလား,Kim_salad
ဟုန်,Kim_salad
ပြီးတော့တိုက်ကလူတွေကတွေ့တော့ပြန်ခေါ်မယ်ပြောတာမလိုက်ချင်ဘူးသမီးယောကျာ်ရပြီတဲ့,Kim_salad
နိုင်ငံလမ်းမအိမ်ပြန်ခေါ်,Kim_salad
ဟင်,Kim_salad
ကွန်ဖက်ရှင်,Kim_salad
စာလည်းမဖတ်တတ်ဘူးပညာဆိုလည်းမတတ်ဘူး,Kim_salad
ငါပိုင်တဲ့နေရာသို့,Kim_salad
ဖုတ်,Kim_salad
ဟုတ်ပသူ့အမေကအတင်းတွေကောင်မလေးကိုကောင်လေးအိမ်ပို့တာတဲ့,Kim_salad
ဆောရီးစရာမလိုပါဘူး,Kim_salad
ပြောင်အောင်ဆေး,Kim_salad
ဘကြီးတော်ဇွဲပြောတာ,Kim_salad
သီချင်းဆိုပြ,Kim_salad
အဲ့အစ်မကြီးကိုရှာတာလေရဲတွေရောဘာတွေရောရှုပ်နေတာပဲ,Kim_salad
